Date/Time,Environment:Site Day Type Index [](Hourly),CORE_ZN:People Occupant Count [](Hourly),PERIMETER_ZN_1:People Occupant Count [](Hourly),PERIMETER_ZN_2:People Occupant Count [](Hourly),PERIMETER_ZN_3:People Occupant Count [](Hourly),PERIMETER_ZN_4:People Occupant Count [](Hourly),CORE_ZN_LIGHTS:Lights Electric Power [W](Hourly),PERIMETER_ZN_1_LIGHTS:Lights Electric Power [W](Hourly),PERIMETER_ZN_2_LIGHTS:Lights Electric Power [W](Hourly),PERIMETER_ZN_3_LIGHTS:Lights Electric Power [W](Hourly),PERIMETER_ZN_4_LIGHTS:Lights Electric Power [W](Hourly),CORE_ZN_MISCPLUG_EQUIP:Electric Equipment Electric Power [W](Hourly),PERIMETER_ZN_1_MISCPLUG_EQUIP:Electric Equipment Electric Power [W](Hourly),PERIMETER_ZN_2_MISCPLUG_EQUIP:Electric Equipment Electric Power [W](Hourly),PERIMETER_ZN_3_MISCPLUG_EQUIP:Electric Equipment Electric Power [W](Hourly),PERIMETER_ZN_4_MISCPLUG_EQUIP:Electric Equipment Electric Power [W](Hourly),PERIMETER_ZN_1_DAYLCTRL:Daylighting Lighting Power Multiplier [](Hourly),PERIMETER_ZN_2_DAYLCTRL:Daylighting Lighting Power Multiplier [](Hourly),PERIMETER_ZN_3_DAYLCTRL:Daylighting Lighting Power Multiplier [](Hourly),PERIMETER_ZN_4_DAYLCTRL:Daylighting Lighting Power Multiplier [](Hourly),PERIMETER_ZN_1:Zone Infiltration Current Density Volume Flow Rate [m3/s](Hourly),PERIMETER_ZN_2:Zone Infiltration Current Density Volume Flow Rate [m3/s](Hourly),PERIMETER_ZN_3:Zone Infiltration Current Density Volume Flow Rate [m3/s](Hourly),PERIMETER_ZN_4:Zone Infiltration Current Density Volume Flow Rate [m3/s](Hourly),ATTIC:Zone Infiltration Current Density Volume Flow Rate [m3/s](Hourly),EXTERIOR_LIGHTS_A:Exterior Lights Electric Power [W](Hourly),EXTERIOR_LIGHTS_B:Exterior Lights Electric Power [W](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,8.0,0.0,0.0,0.0,0.0,0.0,237.76866979536798,180.244047994182,106.92308884978802,180.24404799418199,106.92308884978802,166.19501161075616,125.98658046471663,74.73686086624442,125.98658046471657,74.73686086624442,1.0,1.0,1.0,1.0,0.010182808564303503,0.006787639018160852,0.010182051372262245,0.0067875308665260179,0.19900153752341399,0.0,602.91,2923570.5965399087,2043510.819381642 
 01/01  02:00:00,8.0,0.0,0.0,0.0,0.0,0.0,237.76866979536798,180.244047994182,106.92308884978802,180.24404799418199,106.92308884978802,166.19501161075616,125.98658046471663,74.73686086624442,125.98658046471657,74.73686086624442,1.0,1.0,1.0,1.0,0.010035030315172188,0.006689042562457847,0.010033862815308615,0.0066890568182582199,0.19918108869858398,0.0,602.91,2923570.5965399087,2043510.819381642 
 01/01  03:00:00,8.0,0.0,0.0,0.0,0.0,0.0,237.76866979536798,180.244047994182,106.92308884978802,180.24404799418199,106.92308884978802,166.19501161075616,125.98658046471663,74.73686086624442,125.98658046471657,74.73686086624442,1.0,1.0,1.0,1.0,0.00941823507565983,0.006277243068300344,0.009416422459787343,0.006277228782319819,0.19809123593809495,0.0,602.91,2923570.5965399087,2043510.819381642 
 01/01  04:00:00,8.0,0.0,0.0,0.0,0.0,0.0,237.76866979536798,180.244047994182,106.92308884978802,180.24404799418199,106.92308884978802,166.19501161075616,125.98658046471663,74.73686086624442,125.98658046471657,74.73686086624442,1.0,1.0,1.0,1.0,0.010307923982462783,0.006871096651905595,0.010307016644296593,0.006871092150329391,0.19742572986672733,0.0,602.91,2923570.5965399087,2043510.819381642 
 01/01  05:00:00,8.0,0.0,0.0,0.0,0.0,0.0,237.76866979536798,180.244047994182,106.92308884978802,180.24404799418199,106.92308884978802,166.19501161075616,125.98658046471663,74.73686086624442,125.98658046471657,74.73686086624442,1.0,1.0,1.0,1.0,0.010050698927258196,0.00669917364358226,0.010049275845558703,0.006699131516366263,0.1972678077117078,0.0,602.91,2923570.5965399087,2043510.819381642 
 01/01  06:00:00,8.0,0.0,0.0,0.0,0.0,0.0,237.76866979536798,180.244047994182,106.92308884978802,180.24404799418199,106.92308884978802,166.19501161075616,125.98658046471663,74.73686086624442,125.98658046471657,74.73686086624442,1.0,1.0,1.0,1.0,0.010307816542233619,0.006871276247378541,0.010307146148321784,0.006871278224961989,0.19731340216925034,0.0,602.91,2923570.5965399087,2043510.819381642 
 01/01  07:00:00,8.0,0.0,0.0,0.0,0.0,0.0,237.76866979536798,180.244047994182,106.92308884978802,180.24404799418199,106.92308884978802,166.19501161075616,125.98658046471663,74.73686086624442,125.98658046471657,74.73686086624442,1.0,1.0,1.0,1.0,0.0100757758015341,0.006716092462084838,0.010074821620375237,0.006716028637141894,0.1977960004814383,50.699999999999999,861.3000000000001,2923570.5965399087,2043510.819381642 
 01/01  08:00:00,8.0,0.0,0.0,0.0,0.0,0.0,237.76866979536798,180.244047994182,106.92308884978802,180.24404799418199,106.92308884978802,166.19501161075616,125.98658046471663,74.73686086624442,125.98658046471657,74.73686086624442,1.0,1.0,1.0,1.0,0.011213707116978486,0.007475240618185476,0.011213210531284159,0.0074752296610321139,0.1974191020208724,50.699999999999999,861.3000000000001,2923570.5965399087,2043510.819381642 
 01/01  09:00:00,8.0,0.0,0.0,0.0,0.0,0.0,237.76866979536798,152.00481245260469,89.27424500080997,180.24404799418199,106.92308884978802,166.19501161075616,125.98658046471663,74.73686086624442,125.98658046471657,74.73686086624442,0.8433277777777777,0.8349388888888888,1.0,1.0,0.010682922225561588,0.007121752795776663,0.010680848405282244,0.007120015445672608,0.1976076844435337,8.450000000000001,143.54999999999999,2758373.5107339096,2043510.819381642 
 01/01  10:00:00,8.0,0.0,0.0,0.0,0.0,0.0,237.76866979536798,131.56013063095348,78.04316255146029,165.22571337297789,97.83462629755606,166.19501161075616,125.98658046471663,74.73686086624442,125.98658046471657,74.73686086624442,0.7298999999999999,0.7298999999999999,0.9166777777777777,0.9149999999999999,0.01202613805515739,0.008005321082145908,0.012008392443004534,0.0080053560518778,0.19930915600431133,0.0,0.0,2557556.2895339366,2043510.819381642 
