Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Daily),Electricity:Facility [J](TimeStep),Electricity:Facility [J](Daily) 
 01/01  00:10:00,,,,,,,1546859.2710684883 
 01/01  00:20:00,,,,,,,1546859.2710684883 
 01/01  00:30:00,,,,,,,1546859.2710684883 
 01/01  00:40:00,,,,,,,1546859.2710684883 
 01/01  00:50:00,,,,,,,1546859.2710684883 
 01/01  01:00:00,2923570.596441192,2043891.660634611,0.0,9281155.62641093,9281155.62641093,,1546859.2710684883 
 01/01  01:10:00,,,,,,,1546859.2710684883 
 01/01  01:20:00,,,,,,,1546859.2710684883 
 01/01  01:30:00,,,,,,,1546859.2710684883 
 01/01  01:40:00,,,,,,,1546859.2710684883 
 01/01  01:50:00,,,,,,,1546859.2710684883 
 01/01  02:00:00,2923570.596441192,2043891.660634611,0.0,9281155.62641093,9281155.62641093,,1546859.2710684883 
 01/01  02:10:00,,,,,,,1546859.2710684883 
 01/01  02:20:00,,,,,,,1546859.2710684883 
 01/01  02:30:00,,,,,,,1546859.2710684883 
 01/01  02:40:00,,,,,,,1546859.2710684883 
 01/01  02:50:00,,,,,,,1546859.2710684883 
 01/01  03:00:00,2923570.596441192,2043891.660634611,0.0,9281155.62641093,9281155.62641093,,1546859.2710684883 
 01/01  03:10:00,,,,,,,1546859.2710684883 
 01/01  03:20:00,,,,,,,1546859.2710684883 
 01/01  03:30:00,,,,,,,1546859.2710684883 
 01/01  03:40:00,,,,,,,1546859.2710684883 
 01/01  03:50:00,,,,,,,1546859.2710684883 
 01/01  04:00:00,2923570.596441192,2043891.660634611,0.0,9281155.62641093,9281155.62641093,,1546859.2710684883 
 01/01  04:10:00,,,,,,,1546859.2710684883 
 01/01  04:20:00,,,,,,,1546859.2710684883 
 01/01  04:30:00,,,,,,,1546859.2710684883 
 01/01  04:40:00,,,,,,,1546859.2710684883 
 01/01  04:50:00,,,,,,,1546859.2710684883 
 01/01  05:00:00,2923570.596441192,2043891.660634611,0.0,9281155.62641093,9281155.62641093,,1546859.2710684883 
 01/01  05:10:00,,,,,,,1546859.2710684883 
 01/01  05:20:00,,,,,,,1546859.2710684883 
 01/01  05:30:00,,,,,,,1546859.2710684883 
 01/01  05:40:00,,,,,,,1546859.2710684883 
 01/01  05:50:00,,,,,,,1546859.2710684883 
 01/01  06:00:00,2923570.596441192,2043891.660634611,0.0,9281155.62641093,9281155.62641093,,1546859.2710684883 
 01/01  06:10:00,,,,,,,1732475.8710684884 
 01/01  06:20:00,,,,,,,1732475.8710684884 
 01/01  06:30:00,,,,,,,1732475.8710684884 
 01/01  06:40:00,,,,,,,1732475.8710684884 
 01/01  06:50:00,,,,,,,1732475.8710684884 
 01/01  07:00:00,2923570.596441192,2043891.660634611,0.0,10394855.226410931,10394855.226410931,,1732475.8710684884 
 01/01  07:10:00,,,,,,,1732475.8710684884 
 01/01  07:20:00,,,,,,,1732475.8710684884 
 01/01  07:30:00,,,,,,,1170509.871068488 
 01/01  07:40:00,,,,,,,1165379.7012656488 
 01/01  07:50:00,,,,,,,1146471.2522375007 
 01/01  08:00:00,2869717.3735197468,2043891.660634611,0.0,8093138.003489484,8093138.003489484,,1145825.4367808698 
 01/01  08:10:00,,,,,,,1132047.1575555613 
 01/01  08:20:00,,,,,,,1113662.2646607755 
 01/01  08:30:00,,,,,,,1113016.4492041446 
 01/01  08:40:00,,,,,,,1113016.4492041446 
 01/01  08:50:00,,,,,,,1113016.4492041446 
 01/01  09:00:00,2598286.589063178,2043891.660634611,0.0,6697775.219032915,6697775.219032915,,1113016.4492041446 
 01/01  09:10:00,,,,,,,1113016.4492041446 
 01/01  09:20:00,,,,,,,1111927.7751542964 
 01/01  09:30:00,,,,,,,1106797.605351457 
 01/01  09:40:00,,,,,,,1098149.495928988 
 01/01  09:50:00,,,,,,,1098149.495928988 
 01/01  10:00:00,2526701.687527125,2043891.660634611,0.0,6626190.317496861,6626190.317496861,,1098149.495928988 
 01/01  10:10:00,,,,,,,1098149.495928988 
 01/01  10:20:00,,,,,,,1098149.495928988 
 01/01  10:30:00,,,,,,,1098795.311385619 
 01/01  10:40:00,,,,,,,1098795.311385619 
 01/01  10:50:00,,,,,,,1097706.6373357708 
 01/01  11:00:00,2489814.2593310188,2043891.660634611,0.0,6589302.889300755,6589302.889300756,,1097706.6373357708 
 01/01  11:10:00,,,,,,,1097706.6373357708 
 01/01  11:20:00,,,,,,,1097706.6373357708 
 01/01  11:30:00,,,,,,,1097706.6373357708 
